http://www.jamstec.go.jp/frsgc/research/d1/iod/DATA/emi.monthly.txt



Date        Box_A     Box_B     Box_C     EMI(=Box_A-0.5*Box_B-0.5*Box_C)
2014:12:16:0 0.741761 0.557491 0.381638 0.272197
2015:1:16:0 0.778979 0.238937 0.362965 0.478028
2015:2:16:0 0.814348 -0.0944361 0.263727 0.729703
2015:3:16:0 0.73746 0.0551986 0.251704 0.584009
2015:4:16:0 0.95439 0.599515 0.218659 0.545303
2015:5:16:0 0.908259 1.10038 0.307314 0.204414
2015:6:16:0 1.04674 1.5439 0.302049 0.123762
2015:7:16:0 1.1458 1.85528 0.0464743 0.194924
2015:8:16:0 1.23822 1.78352 -0.0389346 0.365929
2015:9:16:0 1.32144 2.0755 0.232544 0.167414
2015:10:16:0 1.29009 2.05069 0.0660525 0.231715
2015:11:16:0 1.56788 1.91173 0.174514 0.52476
2015:12:16:0 1.43639 1.97271 0.186489 0.356789
2016:1:16:0 1.35352 1.94481 0.354259 0.203986
2016:2:16:0 1.21356 1.29444 0.335706 0.398484
2016:3:16:0 1.10548 1.32849 0.525898 0.178285
2016:4:16:0 0.942057 0.767776 0.551442 0.282448
2016:5:16:0 0.737854 0.710587 0.695554 0.0347837
2016:6:16:0 0.650432 0.744983 0.867745 -0.155932
2016:7:16:0 0.49712 0.405889 0.900123 -0.155886
2016:8:16:0 0.312342 0.272757 0.901865 -0.274969
2016:9:16:0 0.221547 0.555137 0.958222 -0.535133
2016:10:16:0 0.0159017 0.301737 0.931534 -0.600734
2016:11:16:0 0.0535714 0.373871 0.809196 -0.537962
2016:12:16:0 0.139622 0.289735 0.707557 -0.359024
2017:1:16:0 0.184454 0.635575 0.755366 -0.511017
2017:2:16:0 0.225846 1.0829 0.52762 -0.579413
2017:3:16:0 0.176984 1.1155 0.597783 -0.679656
2017:4:16:0 0.356713 0.813851 0.532324 -0.316374
2017:5:16:0 0.432312 0.581164 0.633054 -0.174797
2017:6:16:0 0.508463 0.256265 0.638256 0.0612028
2017:7:16:0 0.518037 0.0907113 0.717022 0.11417
2017:8:16:0 0.429641 -0.119142 0.901831 0.0382957
2017:9:16:0 0.22775 -0.691003 0.734233 0.206135
2017:10:16:0 0.201715 -0.626783 0.709926 0.160144
2017:11:16:0 0.0750043 -0.811094 0.629946 0.165578
2017:12:16:0 -0.0764364 -0.862157 0.763696 -0.027206
2018:1:16:0 -0.0521839 -0.787217 0.727389 -0.0222698
2018:2:16:0 -0.016005 -0.294587 0.66328 -0.200351
2018:3:16:0 0.0399137 -0.634635 0.611383 0.0515398
2018:4:16:0 0.321164 -0.314767 0.494118 0.231489
2018:5:16:0 0.392089 -0.0872754 0.677078 0.0971875
2018:6:16:0 0.466499 -0.0245216 0.496229 0.230645
2018:7:16:0 0.539089 0.249822 0.296016 0.266171
2018:8:16:0 0.645658 -0.122609 0.293919 0.560003
2018:9:16:0 0.751657 0.148637 0.244018 0.555329
2018:10:16:0 0.957637 0.479751 0.386037 0.524743
2018:11:16:0 0.926522 0.709803 0.428872 0.357184
